msoa11cd,total_number_of_collisions_2018_2022,total_number_of_casualties_by_casualty_lsoa_2018_2022,total_number_of_casualties_by_msoa_of_accident_2018_2022,fatal_casualties_2018_2022,cyclist_casualties_2018_2022,pedestrian_casualties_2018_2022,car_occupant_casualties_2018_2022,motorcycle_casualties_2018_2022,horse_rider_casualties_2018_2022,snow_collisions_2018_2022,fog_or_mist_collisions_2018_2022,darkness_collisions_2018_2022,daylight_collisions_2018_2022,summer_collisions_2018_2022,winter_collisions_2018_2022
E02006209,26,28,29,1,3,8,17,1,0,6,6,7,22,7,12
E02006269,26,44,44,0,1,1,32,3,0,4,4,8,21,9,8
E02006275,26,45,30,0,10,4,13,1,0,5,5,5,24,8,7
E02006723,26,58,30,1,2,1,23,2,0,4,4,9,18,8,8
E02006732,26,43,29,0,4,7,17,0,0,5,5,5,23,10,5
E02006828,26,42,35,0,4,6,19,5,0,5,5,12,16,8,8
W02000015,26,7,27,1,5,9,8,4,0,4,4,4,24,11,6
W02000074,26,19,28,1,8,5,9,5,0,6,6,6,23,10,8
W02000086,26,7,30,0,10,4,16,0,0,3,3,4,24,4,8
W02000222,26,24,38,1,1,0,35,1,0,4,4,8,20,12,6
W02000235,26,36,26,1,3,12,11,0,0,6,6,10,20,9,9
W02000287,26,31,42,0,2,5,28,5,0,4,4,8,18,6,6
W02000312,26,37,30,0,1,8,13,7,0,5,5,11,16,9,7
W02000415,26,54,40,3,1,3,31,2,0,6,6,9,20,13,10
E02000089,25,82,36,0,4,2,24,4,0,5,5,11,15,9,6
E02000329,25,74,28,0,5,4,11,5,0,4,4,8,19,7,7
E02000488,25,63,30,0,1,5,16,2,0,5,5,8,19,9,9
E02000616,25,62,31,1,6,4,13,7,0,4,4,9,16,5,5
E02001112,25,35,40,1,6,3,24,2,0,4,4,9,18,8,7
E02001206,25,20,35,0,4,4,23,4,0,5,5,10,19,9,6
E02001222,25,40,28,0,5,7,15,1,0,4,4,5,21,8,7
E02001263,25,34,28,1,3,8,14,2,0,5,5,5,22,8,8
E02001291,25,45,37,1,1,11,20,0,0,5,5,9,17,9,5
E02001414,25,25,35,2,2,1,28,2,0,4,4,8,19,9,9
E02001516,25,60,29,2,3,6,12,5,0,4,4,8,19,11,5
E02001648,25,32,27,0,6,8,12,0,0,4,4,8,18,5,5
E02001782,25,43,26,0,8,5,8,2,0,6,6,6,23,8,8
E02002015,25,48,31,1,2,5,16,5,0,4,4,9,18,6,6
E02002101,25,31,28,1,5,3,18,2,0,4,4,5,21,11,5
E02002111,25,42,45,0,0,7,33,2,0,4,4,10,15,4,4
E02002244,25,31,36,0,2,3,27,2,0,4,4,13,13,11,7
E02002493,25,33,34,2,11,2,14,2,0,4,4,7,20,6,5
E02002826,25,66,29,1,4,7,11,3,0,4,4,9,18,10,8
E02002962,25,43,36,0,2,6,20,6,0,5,5,8,19,7,8
E02003020,25,25,29,1,10,4,12,2,0,4,4,5,20,5,5
E02003051,25,52,28,0,10,2,10,4,0,4,4,7,18,7,8
E02003062,25,40,27,0,1,8,13,3,0,4,4,10,16,8,9
E02003097,25,31,26,0,8,3,11,2,0,4,4,8,19,7,5
E02003119,25,63,30,0,4,4,19,2,0,7,7,8,21,8,9
E02003153,25,49,30,0,3,5,17,4,0,5,5,6,21,8,7
E02003238,25,43,36,1,3,5,20,3,0,4,4,7,20,5,7
E02003370,25,34,33,1,10,1,17,3,0,4,4,8,18,7,8
E02003380,25,45,26,2,10,3,7,5,0,5,5,9,19,9,13
E02003487,25,71,30,0,6,3,16,2,0,5,5,8,18,11,9
E02003581,25,51,28,0,6,3,16,2,0,5,5,6,20,10,6
E02003665,25,26,27,0,1,7,16,3,0,4,4,9,17,5,8
E02003774,25,39,33,0,5,2,20,5,0,4,4,9,16,7,7
E02003861,25,39,28,0,8,10,9,1,0,4,4,5,20,7,5
E02003880,25,32,34,0,2,2,27,3,0,4,4,8,20,11,6
E02004020,25,33,31,1,4,6,12,5,0,4,4,6,21,10,5
E02004057,25,68,34,0,4,3,20,4,0,5,5,11,16,7,10
E02004174,25,43,27,0,3,7,13,4,0,4,4,6,19,9,8
E02004197,25,58,29,0,1,0,17,4,1,4,4,4,24,5,10
E02004225,25,69,34,0,1,3,27,3,0,4,4,5,21,11,7
E02004274,25,42,26,0,10,5,8,2,0,4,4,7,20,9,9
E02004289,25,65,34,1,6,4,20,1,0,4,4,5,21,10,7
E02004426,25,37,28,0,4,7,8,5,0,5,5,11,17,7,10
E02004559,25,61,32,0,1,4,19,3,0,6,6,9,19,8,9
E02004584,25,48,30,1,5,4,16,3,0,4,4,7,18,4,9
E02004611,25,52,35,0,8,6,16,3,0,7,7,9,19,8,9
E02004698,25,52,30,0,5,8,11,4,0,4,4,8,17,5,8
E02004810,25,90,33,0,2,8,20,1,0,4,4,7,20,8,8
E02004946,25,41,36,1,7,9,18,0,0,4,4,9,17,6,9
E02005237,25,73,36,0,6,4,25,1,0,6,6,8,22,10,8
E02005284,25,45,32,1,3,6,20,3,0,4,4,6,21,6,6
E02005339,25,42,42,0,2,9,30,0,0,5,5,7,20,12,5
E02005370,25,48,29,1,0,7,18,1,0,5,5,9,18,9,8
E02005534,25,43,31,0,3,0,23,5,0,5,5,10,15,8,8
E02005650,25,30,29,0,5,5,13,3,0,4,4,9,18,5,9
E02005721,25,30,28,0,3,5,15,2,0,3,3,9,17,5,6
E02005814,25,45,29,1,5,0,18,6,0,5,5,8,19,9,8
E02005877,25,52,28,1,6,11,5,0,0,5,5,8,20,8,5
E02005925,25,59,25,0,9,5,6,3,0,6,6,10,18,6,6
E02005927,25,32,31,0,7,5,13,3,0,4,4,6,20,5,9
E02006034,25,51,34,0,9,5,18,1,0,5,5,7,19,6,8
E02006110,25,60,36,0,4,9,20,2,0,5,5,6,22,5,9
E02006119,25,32,25,0,3,9,12,1,0,5,5,10,18,8,8
E02006133,25,24,29,0,7,5,14,3,0,4,4,8,18,7,5
E02006144,25,37,34,0,1,7,19,4,0,5,5,9,16,6,10
E02006150,25,32,28,0,3,7,14,2,0,7,7,11,17,9,9
E02006164,25,36,29,1,2,6,18,2,0,5,5,9,18,11,6
E02006166,25,25,32,1,3,3,20,3,0,5,5,8,18,6,10
E02006169,25,22,37,0,4,3,28,0,0,4,3,14,11,5,10
E02006214,25,30,38,2,1,5,22,5,0,4,4,5,22,6,7
E02006228,25,47,41,2,3,1,30,3,0,3,3,7,19,10,9
E02006245,25,85,29,0,6,2,18,3,0,5,5,11,16,7,9
E02006484,25,67,29,0,5,6,9,9,0,5,5,6,21,7,8
E02006658,25,55,29,0,4,4,11,6,0,4,4,5,22,9,4
E02006666,25,48,31,0,2,4,15,6,0,4,4,6,19,8,6
E02006750,25,25,32,0,4,8,17,1,0,3,3,7,19,6,9
E02006847,25,66,33,1,3,5,23,1,0,6,6,11,17,9,7
W02000002,25,4,40,1,0,3,30,4,0,4,4,9,16,7,8
W02000053,25,3,31,3,1,4,17,7,0,4,4,7,18,10,6
W02000094,25,11,28,0,3,10,7,6,0,5,5,8,19,7,10
W02000148,25,18,28,0,3,4,14,6,0,4,4,7,21,9,7
W02000203,25,27,37,1,1,1,31,2,0,4,4,9,17,8,9
W02000228,25,33,32,1,1,3,23,1,1,3,3,7,19,4,8
W02000250,25,55,38,1,3,4,26,4,0,6,6,8,21,11,8
W02000266,25,46,32,0,1,9,20,1,0,5,5,11,16,11,7
W02000270,25,29,30,0,4,4,16,4,0,5,5,5,23,7,6
W02000310,25,16,34,1,3,3,23,3,0,4,4,12,13,10,6
E02000176,24,34,28,0,7,5,10,5,0,4,4,4,22,7,6
E02001022,24,43,43,2,3,6,33,0,0,5,5,8,16,7,8
E02001099,24,28,30,0,4,6,17,1,0,4,4,9,16,7,6
E02001171,24,26,27,0,6,6,14,1,0,4,4,7,18,9,9
E02001174,24,21,44,0,4,4,23,1,0,4,4,8,19,9,4
E02001187,24,25,27,1,4,5,14,3,0,5,5,8,19,10,7
E02001188,24,53,36,0,6,6,19,3,0,5,5,6,19,11,6
E02001189,24,40,25,0,5,7,13,0,0,6,6,9,16,8,8
E02001198,24,23,34,0,6,6,16,2,0,5,5,6,20,8,7
E02001226,24,33,27,0,4,5,16,0,0,4,4,11,14,6,7
E02001296,24,49,32,0,3,8,19,2,0,5,5,8,18,6,10
E02001359,24,50,34,0,7,10,9,0,0,4,4,7,18,11,5
E02001459,24,43,25,0,5,5,13,2,0,5,5,8,19,9,7
E02001483,24,38,39,0,5,3,26,1,0,5,5,7,19,8,9
E02001680,24,15,31,0,2,8,18,1,0,4,4,9,15,5,7
E02001681,24,40,25,0,7,7,6,3,0,5,5,9,17,8,8
E02001761,24,40,28,0,5,5,12,5,0,4,4,5,20,9,6
E02001776,24,49,25,0,6,7,7,2,0,6,6,6,20,11,7
E02001777,24,20,25,0,7,7,9,0,0,4,4,10,15,7,9
E02001783,24,54,27,0,5,6,12,3,0,5,5,9,16,7,7
E02001802,24,52,27,1,6,3,17,1,0,4,4,7,18,5,8
E02001898,24,46,28,0,1,6,19,1,0,4,4,9,15,4,7
E02002002,24,40,33,0,5,4,17,4,0,5,5,11,15,11,10
E02002092,24,54,29,0,8,3,16,2,0,5,5,7,19,8,5
E02002114,24,41,37,0,0,8,28,0,0,4,4,6,19,5,6
E02002176,24,58,27,0,3,5,18,0,0,5,5,9,16,7,7
E02002343,24,25,26,0,4,6,14,1,0,4,4,6,20,8,7
E02002427,24,46,30,3,4,4,10,10,0,5,5,10,15,11,8
E02002543,24,44,31,0,7,3,17,2,0,5,5,7,20,9,5
E02002576,24,43,33,0,1,4,23,4,0,5,5,6,20,7,7
E02003112,24,40,30,0,8,4,11,3,0,4,4,6,20,5,6
E02003222,24,42,29,0,4,3,20,1,0,4,4,6,18,5,7
E02003383,24,37,27,0,5,5,11,5,0,4,4,9,17,5,9
E02003461,24,39,30,1,6,2,19,1,0,5,5,9,18,9,6
E02003490,24,80,29,0,5,3,14,2,0,4,4,8,16,11,4
E02003648,24,69,28,0,3,5,16,3,0,3,3,6,18,9,7
E02003653,24,38,31,1,1,12,15,0,0,4,4,8,18,6,11
E02003656,24,31,29,1,2,4,17,4,0,4,4,5,21,6,6
E02003677,24,67,26,0,3,8,12,3,0,6,6,9,17,10,7
E02003696,24,35,32,0,3,8,20,1,0,5,5,6,20,9,9
E02003821,24,34,34,1,4,5,21,1,0,4,4,7,17,5,5
E02003854,24,30,28,1,8,5,14,1,0,5,5,10,17,12,6
E02003867,24,36,26,1,5,6,13,2,0,5,5,7,17,8,6
E02003985,24,46,26,0,6,4,13,1,0,4,4,8,18,14,5
E02003998,24,54,26,0,3,6,12,4,0,5,5,6,18,9,6
E02004063,24,52,33,1,4,7,20,1,0,5,5,7,18,7,9
E02004084,24,49,32,0,3,1,23,3,0,4,4,5,21,6,8
E02004106,24,35,28,0,3,5,17,1,1,4,4,8,18,8,6
E02004347,24,31,28,0,3,9,13,2,0,4,4,6,21,8,5
E02004439,24,55,34,0,3,8,18,4,0,5,5,13,12,7,7
E02004620,24,55,26,1,3,2,14,5,0,5,5,5,21,8,8
E02004648,24,31,27,2,7,3,12,4,0,4,5,10,15,5,6
E02004689,24,33,44,0,4,1,13,4,0,4,4,8,18,6,5
E02004757,24,70,31,0,4,3,23,0,0,5,5,10,15,5,9
E02004849,24,64,30,2,2,3,19,4,0,4,4,7,19,8,7
E02004944,24,87,30,0,3,4,19,2,0,4,4,5,20,7,4
E02004980,24,28,38,0,1,4,26,2,0,4,4,6,18,6,7
E02005224,24,41,29,0,6,4,14,3,0,4,4,7,19,10,7
E02005233,24,65,29,0,2,5,17,4,0,4,4,8,16,5,7
E02005314,24,38,35,0,1,5,25,2,0,4,4,7,18,6,7
E02005316,24,46,34,0,3,3,22,5,0,4,4,7,18,8,6
E02005378,24,21,33,1,1,4,27,0,0,3,3,12,12,6,6
E02005557,24,56,26,0,9,4,5,6,0,4,4,5,20,6,4
E02005654,24,47,35,0,3,6,21,1,0,5,5,7,20,8,8
E02005770,24,47,28,0,8,3,10,6,0,7,7,10,18,9,7
E02005801,24,45,26,0,7,6,11,2,0,4,4,7,17,6,6
E02005871,24,54,28,1,6,5,12,3,0,5,5,6,22,8,8
E02006082,24,56,42,0,3,3,30,2,0,4,4,7,18,8,9
E02006148,24,36,28,1,3,3,18,3,0,4,4,4,21,7,8
E02006549,24,47,28,0,9,3,12,2,0,4,4,6,21,7,7
E02006768,24,48,25,0,8,9,5,2,0,5,5,5,22,10,6
W02000034,24,5,28,0,6,2,13,4,0,5,5,9,18,9,10
W02000243,24,51,26,0,1,6,12,7,0,6,6,8,19,8,10
W02000276,24,16,34,0,1,3,26,3,0,4,4,7,18,6,7
W02000303,24,37,31,0,1,3,21,5,0,4,4,6,19,9,5
W02000407,24,31,38,0,3,8,24,2,0,4,4,6,19,6,7
W02000412,24,29,27,1,4,2,15,3,0,4,4,6,20,11,4
E02000250,23,47,25,0,0,8,13,4,0,4,4,11,13,5,6
E02000985,23,41,24,0,2,6,15,0,0,5,5,8,18,5,7
E02001082,23,35,25,0,10,8,6,0,0,4,4,7,17,8,6
E02001123,23,41,33,0,2,7,22,2,0,4,4,6,18,9,5
E02001132,23,17,34,1,1,7,23,1,0,4,4,13,10,6,10
E02001138,23,32,31,1,2,6,19,0,0,6,6,7,18,8,8
E02001167,23,33,29,0,7,7,14,1,0,4,4,8,15,8,9
E02001237,23,28,29,0,2,8,16,2,0,4,4,5,19,10,5
E02001240,23,39,28,2,3,10,12,3,0,4,4,8,16,7,7
E02001429,23,53,37,0,7,2,20,3,0,5,5,9,16,7,6
E02001441,23,34,35,0,4,4,27,0,0,5,5,6,21,7,8
E02001639,23,21,23,0,3,16,2,1,0,4,4,5,18,8,6
E02001643,23,34,29,0,5,5,18,1,0,4,4,8,16,8,6
E02001780,23,43,27,0,7,4,10,3,0,3,3,7,16,5,7
E02001785,23,33,30,2,5,5,20,0,0,5,5,5,20,11,7
E02001829,23,39,27,0,4,1,19,2,0,5,5,7,19,10,9
E02001944,23,55,35,0,1,6,26,2,0,4,4,7,16,5,4
E02002107,23,26,37,0,2,0,29,5,0,4,4,7,16,6,8
E02002144,23,46,29,1,2,2,21,3,0,4,4,7,16,4,5
E02002151,23,70,27,0,3,5,16,2,0,4,4,8,17,6,6
E02002339,23,41,25,1,7,4,10,2,0,4,4,7,17,7,4
E02002405,23,75,24,0,3,9,6,3,0,5,5,6,19,10,7
E02002529,23,25,30,2,4,7,14,5,0,4,4,7,16,9,5
E02002552,23,35,27,0,6,5,11,1,0,4,4,4,21,9,9
E02002805,23,37,24,0,0,10,8,3,0,4,4,7,17,8,6
E02003009,23,41,31,1,3,6,21,1,0,4,4,6,17,8,6
E02003061,23,43,29,0,4,5,14,2,0,4,4,6,19,6,7
E02003067,23,36,30,1,9,4,16,1,0,5,5,7,18,9,11
E02003217,23,53,27,0,5,5,12,2,0,4,4,5,20,7,4
E02003393,23,32,25,1,2,5,12,3,0,5,5,6,19,9,8
E02003443,23,47,27,0,4,7,11,5,0,4,4,6,19,5,6
E02003454,23,42,27,1,6,2,13,3,0,5,5,10,16,8,8
E02003556,23,45,25,0,6,7,6,6,0,4,4,9,14,6,7
E02003825,23,54,26,0,7,6,8,3,0,4,4,7,17,5,6
E02004065,23,45,30,1,6,3,17,1,0,6,6,8,17,10,11
E02004138,23,56,31,0,3,7,20,1,0,5,5,8,16,6,9
E02004249,23,49,27,0,1,3,17,4,0,4,4,5,18,7,8
E02004300,23,50,35,0,2,4,22,1,1,5,5,11,14,5,10
E02004408,23,72,24,0,2,3,16,2,0,5,5,7,17,9,8
E02004466,23,72,26,1,3,5,16,1,0,5,5,9,17,5,7
E02004587,23,76,34,0,5,6,23,0,0,5,5,8,16,8,9
E02004612,23,58,24,0,7,7,8,2,0,7,7,7,22,7,8
E02004661,23,52,30,0,4,1,20,2,0,6,6,8,19,9,9
E02004967,23,75,30,0,3,8,15,2,0,4,4,10,13,7,6
E02004988,23,82,30,1,4,4,17,4,0,4,4,8,15,4,7
E02005180,23,46,26,0,5,7,12,2,0,5,5,8,17,11,5
E02005545,23,47,26,1,4,4,14,4,0,4,4,5,19,9,8
E02005601,23,48,27,0,1,6,16,2,0,4,4,7,17,4,9
E02005771,23,56,26,0,8,6,9,3,0,5,5,7,20,6,6
E02005934,23,51,26,0,3,2,13,5,0,6,6,12,14,9,8
E02005977,23,25,25,1,3,2,12,5,0,4,4,7,18,6,11
E02006081,23,41,25,3,1,1,21,1,0,4,4,10,13,7,9
E02006102,23,40,29,0,8,4,13,4,0,5,5,7,17,9,9
E02006114,23,35,29,2,3,3,18,4,0,4,4,4,21,7,6
E02006224,23,34,25,1,2,1,18,4,0,5,5,10,16,9,8
E02006268,23,47,28,0,5,1,17,5,0,4,4,5,19,9,7
E02006699,23,32,30,1,5,4,16,1,0,4,4,11,13,7,10
E02006728,23,37,30,0,1,6,19,2,0,5,5,6,19,8,8
E02006807,23,61,30,1,3,7,18,2,0,5,5,9,15,7,9
E02006863,23,46,28,2,3,7,11,6,0,6,6,11,14,7,8
W02000052,23,4,31,3,6,8,14,2,0,3,3,5,19,6,3
W02000081,23,6,26,1,2,3,15,6,0,4,4,10,15,8,5
W02000092,23,6,30,0,1,10,16,3,0,4,4,6,18,8,7
W02000161,23,26,33,0,2,3,24,1,0,3,3,9,15,7,6
W02000189,23,24,31,0,3,4,18,4,0,5,5,10,15,6,8
W02000324,23,35,28,0,2,3,22,1,0,5,5,8,15,10,6
W02000370,23,21,30,1,2,2,19,2,0,4,4,8,17,11,8
W02000382,23,22,29,0,3,5,15,2,0,4,4,9,14,5,8
W02000384,23,13,25,1,6,5,10,2,0,4,4,6,19,9,8
W02000389,23,31,26,0,3,5,16,1,0,6,6,8,17,6,12
E02001091,22,43,26,0,7,6,11,0,0,5,5,6,18,9,7
E02001100,22,25,29,0,3,10,15,0,0,4,4,6,17,6,8
E02001136,22,61,29,0,1,5,23,0,0,6,6,11,14,6,10
E02001224,22,19,30,1,6,1,14,4,0,4,4,11,13,6,7
E02001321,22,42,28,0,3,6,18,0,0,5,5,7,17,9,6
E02001338,22,30,33,0,1,4,18,3,0,4,4,11,13,4,8
E02001339,22,47,32,0,9,4,16,1,0,5,5,7,18,6,7
E02001407,22,41,28,0,7,7,12,2,0,4,4,6,18,8,7
E02001415,22,37,26,0,4,3,12,4,0,4,4,4,20,5,5
E02001451,22,50,26,0,5,7,13,1,0,5,5,9,15,5,8
E02001616,22,21,29,1,0,5,21,2,0,5,5,9,14,8,9
E02001747,22,28,22,0,8,8,3,0,0,4,4,5,19,9,5
E02001834,22,60,29,1,1,4,19,2,0,4,4,5,17,5,4
E02002245,22,43,30,0,2,7,17,3,0,4,4,7,16,6,6
E02002252,22,34,27,0,2,5,15,2,0,4,4,9,14,4,5
E02002265,22,24,27,0,2,5,16,3,0,4,4,9,14,10,6
E02002266,22,37,26,1,1,10,15,0,0,4,4,7,16,4,9
E02002274,22,53,25,0,2,6,12,3,0,4,4,7,18,8,6
E02002319,22,36,27,1,2,9,12,3,0,4,4,6,17,4,5
E02002550,22,29,23,0,7,1,10,3,0,4,4,7,16,8,9
E02002556,22,44,27,0,2,4,15,1,0,5,5,7,19,9,7
E02002557,22,93,29,0,3,10,16,0,0,8,8,11,17,9,8
E02002560,22,34,29,0,4,6,18,0,0,4,4,4,19,9,6
E02002629,22,60,33,0,1,4,25,2,0,4,4,6,17,6,6
E02002977,22,19,31,0,5,4,17,2,0,4,4,11,13,9,10
E02002982,22,40,28,1,1,8,15,3,0,4,4,5,18,5,8
E02003291,22,87,25,0,4,5,15,1,0,7,7,9,17,9,7
E02003580,22,66,25,0,3,5,11,4,0,4,4,8,14,6,9
E02003621,22,49,26,0,10,4,10,1,0,6,6,7,17,6,7
E02003713,22,31,29,1,3,2,20,2,0,4,4,9,15,6,10
E02003763,22,62,25,0,3,5,16,1,0,7,7,12,14,7,11
E02003887,22,63,24,0,7,3,9,5,0,4,4,9,14,6,7
E02004037,22,55,27,0,2,7,17,1,0,5,5,9,15,5,8
E02004146,22,55,26,0,3,4,12,5,0,5,5,6,17,6,6
E02004208,22,44,26,1,5,4,12,3,0,5,5,7,17,10,7
E02004342,22,34,23,0,4,6,7,4,0,4,4,8,15,7,11
E02004583,22,82,31,2,2,6,18,4,0,5,5,11,12,12,6
E02004601,22,34,28,0,9,2,12,2,0,4,4,8,16,7,6
E02004603,22,42,22,0,9,5,3,5,0,5,5,9,16,9,7
E02004670,22,79,23,0,7,7,6,3,0,7,7,10,14,9,10
E02004731,22,50,21,0,10,2,5,3,0,5,5,5,21,9,6
E02004780,22,50,22,2,6,4,8,2,0,4,4,6,18,9,7
E02004789,22,71,24,0,5,6,6,6,0,6,6,7,16,9,6
E02004851,22,61,32,2,2,1,23,3,0,4,4,11,13,10,6
E02004857,22,31,27,1,4,7,13,2,0,4,4,7,16,7,6
E02004921,22,42,31,0,3,6,20,2,0,5,5,10,13,8,8
E02005680,22,31,30,0,2,3,22,2,0,4,4,8,16,5,12
E02005839,22,45,24,0,5,6,10,1,0,4,4,5,18,7,7
E02005861,22,34,23,0,5,6,7,3,0,4,4,7,17,6,12
E02005966,22,31,27,1,10,1,10,4,0,5,5,9,15,11,7
E02006126,22,41,29,0,4,2,19,3,0,5,5,7,19,7,7
E02006163,22,19,31,0,2,2,17,5,0,5,5,6,17,6,5
E02006170,22,18,39,2,1,0,27,3,0,4,4,7,16,4,7
E02006194,22,39,25,0,2,4,15,4,0,5,5,8,16,11,6
E02006310,22,60,26,0,3,2,14,7,0,4,4,6,17,6,4
E02006718,22,33,32,2,2,7,20,3,0,4,4,8,16,9,6
E02006832,22,60,31,0,2,5,22,1,0,4,4,9,14,6,8
W02000032,22,4,26,1,4,6,12,3,0,4,4,4,20,7,8
W02000195,22,19,35,2,4,3,24,3,0,4,4,5,19,9,5
W02000247,22,39,29,1,2,2,21,2,0,6,6,7,19,9,7
W02000258,22,46,28,1,3,4,18,2,0,4,4,7,16,8,6
W02000275,22,38,30,1,1,6,20,3,0,4,4,10,13,6,6
W02000294,22,23,31,1,3,5,21,1,0,4,4,7,15,6,7
W02000323,22,25,30,1,1,4,18,4,0,4,4,9,15,6,8
W02000397,22,28,29,0,2,4,18,4,0,4,4,8,16,7,8
E02001020,21,22,25,2,5,2,16,1,0,4,4,6,16,6,5
E02001088,21,38,29,0,4,2,18,2,0,5,5,7,16,8,7
E02001142,21,31,23,1,2,5,13,3,0,4,4,6,16,4,6
E02001164,21,44,27,0,3,5,13,4,0,4,4,6,17,7,8
E02001209,21,41,23,1,6,9,8,0,0,5,5,8,15,6,7
E02001268,21,28,25,0,8,4,12,1,0,5,5,5,18,8,6
E02001275,21,34,31,0,2,5,17,5,0,5,5,8,15,9,5
E02001278,21,34,26,0,1,12,12,1,0,5,5,6,17,5,5
E02001284,21,26,23,0,7,6,7,0,0,5,5,5,20,8,5
E02001289,21,33,25,0,4,4,15,0,1,7,7,7,17,7,9
E02001297,21,35,27,1,2,5,17,0,0,5,5,7,16,6,8
E02001332,21,49,27,0,6,2,15,3,0,4,4,6,17,6,8
E02001452,21,65,29,0,4,6,18,0,0,5,5,6,17,7,5
E02001588,21,67,23,0,6,3,12,1,0,5,5,6,16,8,6
E02001676,21,6,21,0,2,5,12,1,0,4,4,7,16,6,7
E02001685,21,40,25,0,3,9,9,2,0,5,5,8,16,7,9
E02001770,21,26,20,0,5,5,3,3,0,5,5,8,15,6,7
E02001775,21,17,24,0,2,9,9,3,0,4,4,8,15,8,6
E02001979,21,37,27,1,1,4,21,1,0,4,4,7,14,7,9
E02002179,21,36,26,0,1,7,13,5,0,4,4,7,16,8,6
E02002278,21,59,26,0,1,5,16,4,0,4,4,7,15,6,9
E02002305,21,60,29,1,0,12,12,4,0,4,4,6,17,7,6
E02002599,21,72,22,0,14,1,7,0,0,6,6,9,16,6,6
E02002611,21,45,19,0,4,1,7,6,0,5,5,9,15,10,6
E02002739,21,40,23,0,4,6,7,3,0,4,4,8,14,6,4
E02002904,21,45,26,0,5,4,12,3,0,4,4,6,18,6,5
E02002918,21,32,26,0,8,5,9,2,0,4,4,5,17,5,4
E02002930,21,31,25,0,4,8,9,2,0,4,4,7,16,5,7
E02002933,21,41,24,0,3,3,16,2,0,6,6,9,16,9,7
E02002957,21,33,25,0,2,4,14,2,0,6,6,8,16,11,7
E02003002,21,33,24,1,8,1,13,2,0,4,4,8,15,8,8
E02003022,21,28,22,1,10,1,9,0,0,4,4,7,15,6,5
E02003072,21,44,23,0,10,4,7,2,0,6,6,7,18,8,10
E02003079,21,62,20,0,3,3,10,3,0,7,7,7,19,11,7
E02003089,21,38,23,0,3,6,9,4,1,4,4,5,18,5,4
E02003102,21,36,26,0,2,5,16,1,1,4,4,5,17,6,5
E02003305,21,54,23,1,3,3,12,1,0,4,4,6,16,4,7
E02003366,21,35,23,0,0,4,12,6,0,5,5,7,17,6,9
E02003421,21,23,23,1,5,6,12,0,0,4,4,6,18,8,4
E02003775,21,44,37,3,2,1,29,4,0,4,4,7,15,7,7
E02003796,21,37,21,0,5,5,8,3,0,5,5,5,17,6,9
E02003852,21,41,26,1,5,2,14,5,0,4,4,7,15,6,7
E02003889,21,45,21,0,6,5,4,4,0,4,4,4,20,8,5
E02003899,21,34,25,0,3,3,16,3,0,4,4,6,17,11,4
E02004308,21,25,28,0,0,3,16,3,1,5,5,9,15,10,8
E02004316,21,34,27,1,1,6,15,3,0,3,3,8,13,4,8
E02004333,21,37,28,0,1,4,19,3,0,5,5,8,15,6,10
E02004390,21,67,22,0,3,6,9,2,0,5,5,5,19,7,6
E02004430,21,48,27,0,3,6,14,1,0,5,5,7,15,6,6
E02004444,21,48,28,1,1,5,17,3,0,6,6,10,16,12,9
E02004552,21,52,22,0,3,1,12,3,0,5,5,9,15,7,5
E02004664,21,46,26,0,2,4,11,4,0,4,4,5,17,7,6
E02004692,21,39,22,0,4,1,11,4,0,5,5,9,14,5,9
E02004947,21,54,28,0,5,7,16,0,0,4,4,5,19,6,5
E02005351,21,18,23,0,4,6,7,4,0,4,4,8,15,5,7
E02005525,21,57,20,0,2,2,13,3,0,7,7,8,17,9,7
E02005551,21,22,32,1,3,5,14,3,0,4,4,5,19,7,5
E02005613,21,26,23,0,4,5,11,3,0,6,6,11,12,6,10
E02005762,21,36,28,0,4,5,14,2,0,4,4,7,15,5,7
E02005820,21,44,25,0,1,3,15,5,0,4,4,7,16,5,12
E02005985,21,47,22,1,6,1,9,5,0,5,5,7,15,5,7
E02005993,21,37,24,2,0,6,12,4,0,4,4,9,13,8,6
E02006031,21,49,24,0,4,0,16,4,0,4,4,7,14,5,7
E02006053,21,63,20,0,2,8,9,1,0,6,6,9,14,8,6
E02006121,21,20,37,0,1,2,28,5,0,4,4,6,17,10,4
E02006177,21,38,28,1,1,5,19,3,0,7,7,8,18,9,8
E02006182,21,30,28,1,2,2,18,4,0,5,5,8,17,7,7
E02006185,21,38,22,0,0,3,12,6,0,5,5,7,15,8,7
E02006190,21,44,31,3,3,5,22,0,0,6,6,7,16,7,6
E02006678,21,58,28,0,4,5,11,5,0,5,5,8,16,6,5
E02006762,21,47,27,0,3,4,18,2,0,4,4,8,14,5,4
W02000062,21,3,27,0,1,8,14,3,0,4,4,6,17,8,4
W02000179,21,26,24,0,5,5,11,1,0,4,4,6,16,7,6
W02000236,21,42,28,0,7,3,15,1,0,4,4,8,13,5,7
W02000246,21,23,27,1,2,4,17,4,0,4,4,4,19,6,6
W02000325,21,25,28,1,3,13,11,0,0,4,4,8,16,5,8
W02000345,21,34,25,1,7,5,10,2,0,5,5,5,19,8,7
W02000386,21,26,25,1,5,7,9,1,0,5,5,10,12,6,8
W02000417,21,48,24,0,1,3,11,8,0,7,7,8,18,8,7
